ANN15859-RA	sp|Q61554|FBN1_MOUSE	31.243	957	471	42	57	888	1795	2689	1.02e-68	260
ANN15865-RA	sp|Q9ULJ7|ANR50_HUMAN	24.848	495	291	12	885	1344	655	1103	5.40e-27	124
ANN15868-RA	sp|Q9NBX4|RTXE_DROME	25.217	460	308	12	41	491	401	833	9.48e-29	125
ANN15877-RA	sp|P04323|POL3_DROME	40.972	144	75	3	23	166	511	644	2.44e-22	103
ANN15883-RA	sp|P10394|POL4_DROME	33.937	221	131	5	134	343	907	1123	5.11e-30	125
ANN15896-RA	sp|Q4KLQ5|WDR76_XENLA	42.545	503	234	13	132	619	116	578	4.47e-116	361
ANN15893-RA	sp|Q5R5T5|MET15_PONAB	51.156	346	157	6	83	420	65	406	2.71e-106	323
ANN15898-RA	sp|O76082|S22A5_HUMAN	28.308	597	334	16	236	805	12	541	1.96e-58	212
ANN15906-RA	sp|P04323|POL3_DROME	38.302	483	279	8	1110	1581	150	624	7.95e-92	326
ANN15907-RA	sp|P04323|POL3_DROME	37.474	483	283	8	683	1154	150	624	1.82e-88	312
ANN15903-RA	sp|Q9VCA2|ORCT_DROME	30.394	533	334	11	24	544	10	517	1.15e-67	231
ANN15905-RA	sp|Q9DGB6|TLR22_CHICK	26.879	346	211	13	146	473	454	775	8.19e-22	102
ANN15915-RA	sp|Q9JHA8|VWA7_MOUSE	28.249	708	403	30	15	682	26	668	5.43e-48	191
ANN15914-RA	sp|Q95JD5|ST1B1_CANLF	35.169	236	135	8	28	251	49	278	1.86e-30	118
ANN04321-RA	sp|Q6R5N8|TLR13_MOUSE	25.744	773	445	31	33	696	225	977	2.25e-34	144
ANN04323-RA	sp|Q9BRR8|GPTC1_HUMAN	44.016	493	225	10	3	446	7	497	1.42e-109	367
ANN04324-RA	sp|P34457|YMD3_CAEEL	34.483	203	114	4	89	290	6	190	7.64e-29	116
ANN04322-RA	sp|A1L1R6|ZN423_DANRE	28.478	1380	602	44	166	1346	171	1364	3.48e-126	431
ANN04327-RA	sp|P04323|POL3_DROME	38.559	472	271	8	1035	1495	161	624	1.17e-91	325
ANN04331-RA	sp|Q99315|YG31B_YEAST	25.000	584	331	20	50	549	762	1322	7.63e-34	143
ANN04330-RA	sp|O75096|LRP4_HUMAN	26.781	814	512	26	62	834	478	1248	4.91e-63	242
ANN04334-RA	sp|P20241|NRG_DROME	25.049	507	314	23	299	765	26	506	6.78e-23	109
ANN04332-RA	sp|Q0VCS9|ANKY2_BOVIN	51.550	258	121	3	1	254	61	318	1.50e-91	282
ANN04336-RA	sp|Q99315|YG31B_YEAST	28.841	742	467	18	415	1114	587	1309	1.11e-78	289
ANN04341-RA	sp|Q5UQ13|COLL2_MIMIV	51.948	154	74	0	48	201	825	978	6.09e-23	99.4
ANN04339-RA	sp|P16258|OSBP1_RABIT	51.444	762	311	7	14	766	95	806	0.0	752
ANN04340-RA	sp|Q810F8|TBX10_MOUSE	54.244	271	109	5	23	291	92	349	5.33e-96	291
